date,asset,close,open,high,low,pre_close,change,pct_chg,vol,amount
2023-08-22,000001.SH,3120.3338,3103.7807,3126.7838,3074.5307,3092.9777,27.3561,0.8845,309316335.0,348637687.6
2023-08-23,000001.SH,3078.4021,3116.2661,3116.3765,3077.6056,3120.3338,-41.9317,-1.3438,272244124.0,297986364.4
2023-08-24,000001.SH,3082.2439,3085.9107,3106.1824,3072.9511,3078.4021,3.8418,0.1248,300024637.0,332447831.3
2023-08-25,000001.SH,3064.0747,3068.615,3085.047,3053.0373,3082.2439,-18.1692,-0.5895,293347686.0,317757173.4
2023-08-28,000001.SH,3098.6363,3219.0432,3219.0432,3089.1194,3064.0747,34.5616,1.128,485607764.0,517234120.9
2023-08-29,000001.SH,3135.8867,3091.9379,3145.761,3090.4377,3098.6363,37.2504,1.2022,398875780.0,443979437.0
2023-08-30,000001.SH,3137.1375,3144.4067,3153.689,3126.9024,3135.8867,1.2508,0.0399,347511867.0,414729469.6
2023-08-31,000001.SH,3119.8764,3134.5529,3139.9801,3113.9459,3137.1375,-17.2611,-0.5502,313448242.0,362507128.8
2023-09-01,000001.SH,3133.2467,3126.0234,3143.8457,3123.1896,3119.8764,13.3703,0.4286,292310992.0,334739632.9
2023-09-04,000001.SH,3177.0603,3145.9435,3177.0603,3143.3793,3133.2467,43.8136,1.3983,366391140.0,404500273.0
2023-09-05,000001.SH,3154.3693,3169.7384,3169.7384,3150.0753,3177.0603,-22.691,-0.7142,294061849.0,342760613.4
2023-09-06,000001.SH,3158.0769,3147.1363,3162.1547,3136.8998,3154.3693,3.7076,0.1175,267002230.0,324001129.7
2023-09-07,000001.SH,3122.3523,3152.2028,3152.2662,3120.8229,3158.0769,-35.7246,-1.1312,269264733.0,317186963.3
2023-09-08,000001.SH,3116.7191,3114.2296,3126.0412,3104.6743,3122.3523,-5.6332,-0.1804,228125064.0,270006714.9
2023-09-11,000001.SH,3142.779,3119.6101,3155.1026,3113.8164,3116.7191,26.0599,0.8361,290442917.0,351883736.0
2023-09-12,000001.SH,3137.0593,3140.3409,3147.5141,3134.3176,3142.779,-5.7197,-0.182,234672051.0,281897501.8
2023-09-13,000001.SH,3123.0669,3137.7718,3143.7577,3106.9693,3137.0593,-13.9924,-0.446,249701038.0,282015557.2
2023-09-14,000001.SH,3126.5511,3124.8482,3135.025,3111.8588,3123.0669,3.4842,0.1116,263990138.0,281641855.5
